125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
125,88,25,2
