22.287079,-9.375799,28.307543,1.768503,183,0,0
-22.449160,9.271292,28.307543,1.768503,183,0,0
9.286839,22.537369,28.307543,1.768503,183,0,0
-9.300000,-22.500000,28.307543,1.768503,183,0,0
-22.553879,-9.403902,28.307543,1.768503,183,0,0
23.043861,9.362103,28.307543,1.768503,183,0,0
9.362643,-22.419462,28.307543,1.768503,183,0,0
-9.408846,22.362650,28.307543,1.768503,183,0,0
0.000000,24.000000,28.307543,1.768503,183,0,0
17.000000,17.000000,28.307543,1.768503,183,0,0
24.000000,0.000000,28.307543,1.768503,183,0,0
17.000000,-17.000000,28.307543,1.768503,183,0,0
0.000000,-24.000000,28.307543,1.768503,183,0,0
-17.000000,-17.000000,28.307543,1.768503,183,0,0
-24.000000,0.000000,28.307543,1.768503,183,0,0
-17.000000,17.000000,28.307543,1.768503,183,0,0
